#cluster_id	cluster_type	1to1_type	proteome_count	percentage_at_target_count
OG0005267	specific	fuzzy	14	0.93
OG0005270	specific	fuzzy	14	0.93
OG0005271	specific	fuzzy	14	0.93
OG0005273	specific	fuzzy	14	0.93
OG0005277	specific	fuzzy	14	0.93
OG0005287	specific	fuzzy	14	0.93
OG0005291	specific	fuzzy	14	0.93
OG0005296	specific	fuzzy	14	0.93
OG0005297	specific	fuzzy	14	0.93
OG0005303	specific	fuzzy	14	0.93
OG0005311	specific	fuzzy	14	0.93
OG0005312	specific	fuzzy	14	0.93
OG0005316	specific	fuzzy	14	0.93
OG0005318	specific	fuzzy	14	0.93
OG0005319	specific	fuzzy	14	0.93
OG0005333	specific	fuzzy	14	0.93
OG0005335	specific	fuzzy	14	0.93
OG0005338	specific	fuzzy	14	0.93
OG0005339	specific	fuzzy	14	0.93
OG0005340	specific	fuzzy	14	0.93
OG0005345	specific	fuzzy	14	0.93
OG0005348	specific	fuzzy	14	0.93
OG0005349	specific	fuzzy	14	0.93
OG0005356	specific	fuzzy	14	0.93
OG0005357	specific	fuzzy	14	0.93
OG0005361	specific	fuzzy	14	0.93
OG0005364	specific	fuzzy	14	0.93
OG0005368	specific	fuzzy	14	0.93
OG0005373	specific	fuzzy	14	0.93
OG0005375	specific	fuzzy	14	0.93
OG0005377	specific	fuzzy	14	0.93
OG0005387	specific	fuzzy	14	0.93
OG0005388	specific	fuzzy	14	0.93
OG0005390	specific	fuzzy	14	0.93
OG0005393	specific	fuzzy	14	0.93
OG0005396	specific	fuzzy	14	0.93
OG0005399	specific	fuzzy	14	0.93
OG0005405	specific	fuzzy	14	0.93
OG0005406	specific	fuzzy	14	0.93
OG0005410	specific	fuzzy	14	0.93
OG0005415	specific	fuzzy	14	0.93
OG0005421	specific	fuzzy	14	0.93
OG0005426	specific	fuzzy	14	0.93
OG0005428	specific	fuzzy	14	0.93
OG0005441	specific	fuzzy	14	0.93
OG0005442	specific	fuzzy	14	0.93
OG0005444	specific	fuzzy	14	0.93
OG0005445	specific	fuzzy	14	0.93
OG0005449	specific	fuzzy	14	0.93
OG0005472	specific	fuzzy	14	0.93
OG0005478	specific	fuzzy	14	0.93
OG0005481	specific	fuzzy	14	0.93
OG0005482	specific	fuzzy	14	0.93
OG0005486	specific	fuzzy	14	0.93
OG0005495	specific	fuzzy	14	0.93
OG0005505	specific	fuzzy	14	0.93
OG0005512	specific	fuzzy	14	0.93
OG0005514	specific	fuzzy	14	0.93
OG0005515	specific	fuzzy	14	0.93
OG0005517	specific	fuzzy	14	0.93
OG0005526	specific	fuzzy	14	0.93
OG0005531	specific	fuzzy	14	0.93
OG0005533	specific	fuzzy	14	0.93
OG0005534	specific	fuzzy	14	0.93
OG0005538	specific	fuzzy	14	0.93
OG0005542	specific	fuzzy	14	0.93
OG0005543	specific	fuzzy	14	0.93
OG0005545	specific	fuzzy	14	0.93
OG0005548	specific	fuzzy	14	0.93
OG0005551	specific	fuzzy	14	0.93
OG0005553	specific	fuzzy	14	0.93
OG0005556	specific	fuzzy	14	0.93
OG0005559	specific	fuzzy	14	0.93
OG0005570	specific	fuzzy	14	0.93
OG0005571	specific	fuzzy	14	0.93
OG0005573	specific	fuzzy	14	0.93
OG0005582	specific	fuzzy	14	0.93
OG0005583	specific	fuzzy	14	0.93
OG0005587	specific	fuzzy	14	0.93
OG0005588	specific	fuzzy	14	0.93
OG0005592	specific	fuzzy	14	0.93
OG0005593	specific	fuzzy	14	0.93
OG0005594	specific	fuzzy	14	0.93
OG0005596	specific	fuzzy	14	0.93
OG0005598	specific	fuzzy	14	0.93
OG0005602	specific	fuzzy	14	0.93
OG0005606	specific	fuzzy	14	0.93
OG0005613	specific	fuzzy	14	0.93
OG0005615	specific	fuzzy	14	0.93
OG0005620	specific	fuzzy	14	0.93
OG0005628	specific	fuzzy	14	0.93
OG0005629	specific	fuzzy	14	0.93
OG0005638	specific	fuzzy	14	0.93
OG0005639	specific	fuzzy	14	0.93
OG0005648	specific	fuzzy	14	0.93
OG0005651	specific	fuzzy	14	0.93
OG0005652	specific	fuzzy	14	0.93
OG0005653	specific	fuzzy	14	0.93
OG0005666	specific	fuzzy	14	0.93
OG0005667	specific	fuzzy	14	0.93
OG0005668	specific	fuzzy	14	0.93
OG0005680	specific	fuzzy	14	0.93
OG0005688	specific	fuzzy	14	0.93
OG0005689	specific	fuzzy	14	0.93
OG0005695	specific	fuzzy	14	0.93
OG0005697	specific	fuzzy	14	0.93
OG0005703	specific	fuzzy	14	0.93
OG0005709	specific	fuzzy	14	0.93
OG0005710	specific	fuzzy	14	0.93
OG0005716	specific	fuzzy	14	0.93
OG0005719	specific	fuzzy	14	0.93
OG0005722	specific	fuzzy	14	0.93
OG0005727	specific	fuzzy	14	0.93
OG0005734	specific	fuzzy	14	0.93
OG0005735	specific	fuzzy	14	0.93
OG0005736	specific	fuzzy	14	0.93
OG0005737	specific	fuzzy	14	0.93
OG0005738	specific	fuzzy	14	0.93
OG0005739	specific	fuzzy	14	0.93
OG0005747	specific	fuzzy	14	0.93
OG0005751	specific	fuzzy	14	0.93
OG0005753	specific	fuzzy	14	0.93
OG0005759	specific	fuzzy	14	0.93
OG0005760	specific	fuzzy	14	0.93
OG0005763	specific	fuzzy	14	0.93
OG0005765	specific	fuzzy	14	0.93
OG0005768	specific	fuzzy	14	0.93
OG0005769	specific	fuzzy	14	0.93
OG0005771	specific	fuzzy	14	0.93
OG0005774	specific	fuzzy	14	0.93
OG0005775	specific	fuzzy	14	0.93
OG0005782	specific	fuzzy	14	0.93
OG0005783	specific	fuzzy	14	0.93
OG0005784	specific	fuzzy	14	0.93
OG0005785	specific	fuzzy	14	0.93
OG0005789	specific	fuzzy	14	0.93
OG0005790	specific	fuzzy	14	0.93
OG0005791	specific	fuzzy	14	0.93
OG0005792	specific	fuzzy	14	0.93
OG0005796	specific	fuzzy	14	0.93
OG0005798	specific	fuzzy	14	0.93
OG0005799	specific	fuzzy	14	0.93
OG0005800	specific	fuzzy	14	0.93
OG0005801	specific	fuzzy	14	0.93
OG0005804	specific	fuzzy	14	0.93
OG0005805	specific	fuzzy	14	0.93
OG0005806	specific	fuzzy	14	0.93
OG0005807	specific	fuzzy	14	0.93
OG0005808	specific	fuzzy	14	0.93
OG0005809	specific	fuzzy	14	0.93
OG0005811	specific	fuzzy	14	0.93
OG0005813	specific	fuzzy	14	0.93
OG0005814	specific	fuzzy	14	0.93
OG0005817	specific	fuzzy	14	0.93
OG0005818	specific	fuzzy	14	0.93
OG0005819	specific	fuzzy	14	0.93
OG0005824	specific	fuzzy	14	0.93
OG0005826	specific	fuzzy	14	0.93
OG0005827	specific	fuzzy	14	0.93
OG0005828	specific	fuzzy	14	0.93
OG0005829	specific	fuzzy	14	0.93
OG0005831	specific	fuzzy	14	0.93
OG0005832	specific	fuzzy	14	0.93
OG0005833	specific	fuzzy	14	0.93
OG0005834	specific	fuzzy	14	0.93
OG0005839	specific	fuzzy	14	0.93
OG0005841	specific	fuzzy	14	0.93
OG0005842	specific	fuzzy	14	0.93
OG0005843	specific	fuzzy	14	0.93
OG0005845	specific	fuzzy	14	0.93
OG0005848	specific	fuzzy	14	0.93
OG0005850	specific	fuzzy	14	0.93
OG0005854	specific	fuzzy	14	0.93
OG0005857	specific	fuzzy	14	0.93
OG0005861	specific	fuzzy	14	0.93
OG0005946	specific	fuzzy	14	1.00
OG0005947	specific	fuzzy	14	1.00
OG0005951	specific	fuzzy	14	1.00
OG0005952	specific	fuzzy	14	1.00
OG0005954	specific	fuzzy	14	1.00
OG0005956	specific	fuzzy	14	1.00
OG0005957	specific	fuzzy	14	1.00
OG0005960	specific	fuzzy	14	1.00
OG0005961	specific	fuzzy	14	1.00
OG0005966	specific	fuzzy	14	1.00
OG0005967	specific	fuzzy	14	1.00
OG0005968	specific	fuzzy	14	1.00
OG0005970	specific	fuzzy	14	1.00
OG0005971	specific	fuzzy	14	1.00
OG0005974	specific	fuzzy	14	1.00
OG0005975	specific	fuzzy	14	1.00
OG0005978	specific	fuzzy	14	1.00
OG0005980	specific	fuzzy	14	1.00
OG0005983	specific	fuzzy	14	1.00
OG0005985	specific	fuzzy	14	1.00
OG0005986	specific	fuzzy	14	1.00
OG0005987	specific	fuzzy	14	1.00
OG0005988	specific	fuzzy	14	1.00
OG0005989	specific	fuzzy	14	1.00
OG0005990	specific	fuzzy	14	1.00
OG0005996	specific	fuzzy	14	1.00
OG0005997	specific	fuzzy	14	1.00
OG0006001	specific	fuzzy	14	1.00
OG0006002	specific	fuzzy	14	1.00
OG0006005	specific	fuzzy	14	1.00
OG0006006	specific	fuzzy	14	1.00
OG0006008	specific	fuzzy	14	1.00
OG0006010	specific	fuzzy	14	1.00
OG0006011	specific	fuzzy	14	1.00
OG0006013	specific	fuzzy	14	1.00
OG0006014	specific	fuzzy	14	1.00
OG0006015	specific	fuzzy	14	1.00
OG0006016	specific	fuzzy	14	1.00
OG0006019	specific	fuzzy	14	1.00
OG0006020	specific	fuzzy	14	1.00
OG0006021	specific	fuzzy	14	1.00
OG0006022	specific	fuzzy	14	1.00
OG0006024	specific	fuzzy	14	1.00
OG0006028	specific	fuzzy	14	1.00
OG0006030	specific	fuzzy	14	1.00
OG0006032	specific	fuzzy	14	1.00
OG0006033	specific	fuzzy	14	1.00
OG0006034	specific	fuzzy	14	1.00
OG0006035	specific	fuzzy	14	1.00
OG0006037	specific	fuzzy	14	1.00
OG0006038	specific	fuzzy	14	1.00
OG0006039	specific	fuzzy	14	1.00
OG0006040	specific	fuzzy	14	1.00
OG0006042	specific	fuzzy	14	1.00
OG0006043	specific	fuzzy	14	1.00
OG0006044	specific	fuzzy	14	1.00
OG0006045	specific	fuzzy	14	1.00
OG0006046	specific	fuzzy	14	1.00
OG0006047	specific	fuzzy	14	1.00
OG0006048	specific	fuzzy	14	1.00
OG0006051	specific	fuzzy	14	1.00
OG0006052	specific	fuzzy	14	1.00
OG0006054	specific	fuzzy	14	1.00
OG0006056	specific	fuzzy	14	1.00
OG0006057	specific	fuzzy	14	1.00
OG0006058	specific	fuzzy	14	1.00
OG0006059	specific	fuzzy	14	1.00
OG0006060	specific	fuzzy	14	1.00
OG0006061	specific	fuzzy	14	1.00
OG0006062	specific	fuzzy	14	1.00
OG0006063	specific	fuzzy	14	1.00
OG0006065	specific	fuzzy	14	1.00
OG0006067	specific	fuzzy	14	1.00
OG0006070	specific	fuzzy	14	1.00
OG0006071	specific	fuzzy	14	1.00
OG0006073	specific	fuzzy	14	1.00
OG0006075	specific	fuzzy	14	1.00
OG0006076	specific	fuzzy	14	1.00
OG0006078	specific	fuzzy	14	1.00
OG0006081	specific	fuzzy	14	1.00
OG0006083	specific	fuzzy	14	1.00
OG0006086	specific	fuzzy	14	1.00
OG0006088	specific	fuzzy	14	1.00
OG0006090	specific	fuzzy	14	1.00
OG0006091	specific	fuzzy	14	1.00
OG0006096	specific	fuzzy	14	1.00
OG0006098	specific	fuzzy	14	1.00
OG0006099	specific	fuzzy	14	1.00
OG0006100	specific	fuzzy	14	1.00
OG0006102	specific	fuzzy	14	1.00
OG0006103	specific	fuzzy	14	1.00
OG0006104	specific	fuzzy	14	1.00
OG0006105	specific	fuzzy	14	1.00
OG0006108	specific	fuzzy	14	1.00
OG0006109	specific	fuzzy	14	1.00
OG0006110	specific	fuzzy	14	1.00
OG0006111	specific	fuzzy	14	1.00
OG0006114	specific	fuzzy	14	1.00
OG0006117	specific	fuzzy	14	1.00
OG0006118	specific	fuzzy	14	1.00
OG0006120	specific	fuzzy	14	1.00
OG0006121	specific	fuzzy	14	1.00
OG0006122	specific	fuzzy	14	1.00
OG0006123	specific	fuzzy	14	1.00
OG0006124	specific	fuzzy	14	1.00
OG0006125	specific	fuzzy	14	1.00
OG0006126	specific	fuzzy	14	1.00
OG0006127	specific	fuzzy	14	1.00
OG0006128	specific	fuzzy	14	1.00
OG0006130	specific	fuzzy	14	1.00
OG0006131	specific	fuzzy	14	1.00
OG0006132	specific	fuzzy	14	1.00
OG0006133	specific	fuzzy	14	1.00
OG0006134	specific	fuzzy	14	1.00
OG0006136	specific	fuzzy	14	1.00
OG0006138	specific	fuzzy	14	1.00
OG0006139	specific	fuzzy	14	1.00
OG0006141	specific	fuzzy	14	1.00
OG0006142	specific	fuzzy	14	1.00
OG0006144	specific	fuzzy	14	1.00
OG0006145	specific	fuzzy	14	1.00
OG0006146	specific	fuzzy	14	1.00
OG0006147	specific	fuzzy	14	1.00
OG0006148	specific	fuzzy	14	1.00
OG0006149	specific	fuzzy	14	1.00
OG0006150	specific	fuzzy	14	1.00
OG0006151	specific	fuzzy	14	1.00
OG0006152	specific	fuzzy	14	1.00
OG0006154	specific	fuzzy	14	1.00
OG0006155	specific	fuzzy	14	1.00
OG0006156	specific	fuzzy	14	1.00
OG0006157	specific	fuzzy	14	1.00
OG0006160	specific	fuzzy	14	1.00
OG0006162	specific	fuzzy	14	1.00
OG0006163	specific	fuzzy	14	1.00
OG0006165	specific	fuzzy	14	1.00
OG0006168	specific	fuzzy	14	1.00
OG0006169	specific	fuzzy	14	1.00
OG0006170	specific	fuzzy	14	1.00
OG0006171	specific	fuzzy	14	1.00
OG0006174	specific	fuzzy	14	1.00
OG0006175	specific	fuzzy	14	1.00
OG0006176	specific	fuzzy	14	1.00
OG0006177	specific	fuzzy	14	1.00
OG0006178	specific	fuzzy	14	1.00
OG0006179	specific	fuzzy	14	1.00
OG0006180	specific	fuzzy	14	1.00
OG0006182	specific	fuzzy	14	1.00
OG0006183	specific	fuzzy	14	1.00
OG0006184	specific	fuzzy	14	1.00
OG0006186	specific	fuzzy	14	1.00
OG0006187	specific	fuzzy	14	1.00
OG0006189	specific	fuzzy	14	1.00
OG0006190	specific	fuzzy	14	1.00
OG0006191	specific	fuzzy	14	1.00
OG0006192	specific	fuzzy	14	1.00
OG0006193	specific	fuzzy	14	1.00
OG0006196	specific	fuzzy	14	1.00
OG0006198	specific	fuzzy	14	1.00
OG0006199	specific	fuzzy	14	1.00
OG0006200	specific	fuzzy	14	1.00
OG0006202	specific	fuzzy	14	1.00
OG0006204	specific	fuzzy	14	1.00
OG0006208	specific	fuzzy	14	1.00
OG0006210	specific	fuzzy	14	1.00
OG0006213	specific	fuzzy	14	1.00
OG0006214	specific	fuzzy	14	1.00
OG0006215	specific	fuzzy	14	1.00
OG0006216	specific	fuzzy	14	1.00
OG0006219	specific	fuzzy	14	1.00
OG0006221	specific	fuzzy	14	1.00
OG0006222	specific	fuzzy	14	1.00
OG0006223	specific	fuzzy	14	1.00
OG0006224	specific	fuzzy	14	1.00
OG0006227	specific	fuzzy	14	1.00
OG0006228	specific	fuzzy	14	1.00
OG0006229	specific	fuzzy	14	1.00
OG0006230	specific	fuzzy	14	1.00
OG0006231	specific	fuzzy	14	1.00
OG0006232	specific	fuzzy	14	1.00
OG0006233	specific	fuzzy	14	1.00
OG0006234	specific	fuzzy	14	1.00
OG0006235	specific	fuzzy	14	1.00
OG0006236	specific	fuzzy	14	1.00
OG0006238	specific	fuzzy	14	1.00
OG0006240	specific	fuzzy	14	1.00
OG0006241	specific	fuzzy	14	1.00
OG0006242	specific	fuzzy	14	1.00
OG0006243	specific	fuzzy	14	1.00
OG0006244	specific	fuzzy	14	1.00
OG0006246	specific	fuzzy	14	1.00
OG0006247	specific	fuzzy	14	1.00
OG0006248	specific	fuzzy	14	1.00
OG0006249	specific	fuzzy	14	1.00
OG0006250	specific	fuzzy	14	1.00
OG0006251	specific	fuzzy	14	1.00
OG0006252	specific	fuzzy	14	1.00
OG0006253	specific	fuzzy	14	1.00
OG0006255	specific	fuzzy	14	1.00
OG0006256	specific	fuzzy	14	1.00
OG0006259	specific	fuzzy	14	1.00
OG0006260	specific	fuzzy	14	1.00
OG0006264	specific	fuzzy	14	1.00
OG0006265	specific	fuzzy	14	1.00
OG0006266	specific	fuzzy	14	1.00
OG0006267	specific	fuzzy	14	1.00
OG0006270	specific	fuzzy	14	1.00
OG0006272	specific	fuzzy	14	1.00
OG0006273	specific	fuzzy	14	1.00
OG0006274	specific	fuzzy	14	1.00
OG0006275	specific	fuzzy	14	1.00
OG0006276	specific	fuzzy	14	1.00
OG0006277	specific	fuzzy	14	1.00
OG0006278	specific	fuzzy	14	1.00
OG0006279	specific	fuzzy	14	1.00
OG0006280	specific	fuzzy	14	1.00
OG0006282	specific	fuzzy	14	1.00
OG0006283	specific	fuzzy	14	1.00
OG0006284	specific	fuzzy	14	1.00
OG0006285	specific	fuzzy	14	1.00
OG0006286	specific	fuzzy	14	1.00
OG0006292	specific	fuzzy	14	1.00
OG0006293	specific	fuzzy	14	1.00
OG0006294	specific	fuzzy	14	1.00
OG0006295	specific	fuzzy	14	1.00
OG0006297	specific	fuzzy	14	1.00
OG0006298	specific	fuzzy	14	1.00
OG0006300	specific	fuzzy	14	1.00
OG0006301	specific	fuzzy	14	1.00
OG0006303	specific	fuzzy	14	1.00
OG0006304	specific	fuzzy	14	1.00
OG0006305	specific	fuzzy	14	1.00
OG0006306	specific	fuzzy	14	1.00
OG0006307	specific	fuzzy	14	1.00
OG0006308	specific	fuzzy	14	1.00
OG0006309	specific	fuzzy	14	1.00
OG0006310	specific	fuzzy	14	1.00
OG0006311	specific	fuzzy	14	1.00
OG0006312	specific	fuzzy	14	1.00
OG0006314	specific	fuzzy	14	1.00
OG0006315	specific	fuzzy	14	1.00
OG0006317	specific	fuzzy	14	1.00
OG0006318	specific	fuzzy	14	1.00
OG0006319	specific	fuzzy	14	1.00
OG0006321	specific	fuzzy	14	1.00
OG0006323	specific	fuzzy	14	1.00
OG0006324	specific	fuzzy	14	1.00
OG0006326	specific	fuzzy	14	1.00
OG0006328	specific	fuzzy	14	1.00
OG0006329	specific	fuzzy	14	1.00
OG0006330	specific	fuzzy	14	1.00
OG0006331	specific	fuzzy	14	1.00
OG0006332	specific	fuzzy	14	1.00
OG0006334	specific	fuzzy	14	1.00
OG0006335	specific	fuzzy	14	1.00
OG0006337	specific	fuzzy	14	1.00
OG0006339	specific	fuzzy	14	1.00
OG0006340	specific	fuzzy	14	1.00
OG0006341	specific	fuzzy	14	1.00
OG0006342	specific	fuzzy	14	1.00
OG0006345	specific	fuzzy	14	1.00
OG0006346	specific	fuzzy	14	1.00
OG0006348	specific	fuzzy	14	1.00
OG0006349	specific	fuzzy	14	1.00
OG0006350	specific	fuzzy	14	1.00
OG0006351	specific	fuzzy	14	1.00
OG0006352	specific	fuzzy	14	1.00
OG0006354	specific	fuzzy	14	1.00
OG0006355	specific	fuzzy	14	1.00
OG0006356	specific	fuzzy	14	1.00
OG0006357	specific	fuzzy	14	1.00
OG0006359	specific	fuzzy	14	1.00
OG0006360	specific	fuzzy	14	1.00
OG0006361	specific	fuzzy	14	1.00
OG0006362	specific	fuzzy	14	1.00
OG0006364	specific	fuzzy	14	1.00
OG0006365	specific	fuzzy	14	1.00
OG0006366	specific	fuzzy	14	1.00
OG0006367	specific	fuzzy	14	1.00
OG0006368	specific	fuzzy	14	1.00
OG0006370	specific	fuzzy	14	1.00
OG0006371	specific	fuzzy	14	1.00
OG0006372	specific	fuzzy	14	1.00
OG0006374	specific	fuzzy	14	1.00
OG0006375	specific	fuzzy	14	1.00
OG0006377	specific	fuzzy	14	1.00
OG0006378	specific	fuzzy	14	1.00
OG0006380	specific	fuzzy	14	1.00
OG0006381	specific	fuzzy	14	1.00
OG0006383	specific	fuzzy	14	1.00
OG0006384	specific	fuzzy	14	1.00
OG0006385	specific	fuzzy	14	1.00
OG0006388	specific	fuzzy	14	1.00
OG0006389	specific	fuzzy	14	1.00
OG0006390	specific	fuzzy	14	1.00
OG0006392	specific	fuzzy	14	1.00
OG0006394	specific	fuzzy	14	1.00
OG0006395	specific	fuzzy	14	1.00
OG0006396	specific	fuzzy	14	1.00
OG0006397	specific	fuzzy	14	1.00
OG0006398	specific	fuzzy	14	1.00
OG0006399	specific	fuzzy	14	1.00
OG0006400	specific	fuzzy	14	1.00
OG0006401	specific	fuzzy	14	1.00
OG0006406	specific	fuzzy	14	1.00
OG0006407	specific	fuzzy	14	1.00
OG0006408	specific	fuzzy	14	1.00
OG0006409	specific	fuzzy	14	1.00
OG0006412	specific	fuzzy	14	1.00
OG0006413	specific	fuzzy	14	1.00
OG0006414	specific	fuzzy	14	1.00
OG0006415	specific	fuzzy	14	1.00
OG0006416	specific	fuzzy	14	1.00
OG0006417	specific	fuzzy	14	1.00
OG0006419	specific	fuzzy	14	1.00
OG0006422	specific	fuzzy	14	1.00
OG0006423	specific	fuzzy	14	1.00
OG0006425	specific	fuzzy	14	1.00
OG0006426	specific	fuzzy	14	1.00
OG0006428	specific	fuzzy	14	1.00
OG0006429	specific	fuzzy	14	1.00
OG0006430	specific	fuzzy	14	1.00
OG0006431	specific	fuzzy	14	1.00
OG0006434	specific	fuzzy	14	1.00
OG0006435	specific	fuzzy	14	1.00
OG0006437	specific	fuzzy	14	1.00
OG0006438	specific	fuzzy	14	1.00
OG0006439	specific	fuzzy	14	1.00
OG0006441	specific	fuzzy	14	1.00
OG0006442	specific	fuzzy	14	1.00
OG0006443	specific	fuzzy	14	1.00
OG0006444	specific	fuzzy	14	1.00
OG0006445	specific	fuzzy	14	1.00
OG0006446	specific	fuzzy	14	1.00
OG0006450	specific	fuzzy	14	1.00
OG0006452	specific	fuzzy	14	1.00
OG0006454	specific	fuzzy	14	1.00
OG0006456	specific	fuzzy	14	1.00
OG0006457	specific	fuzzy	14	1.00
OG0006458	specific	fuzzy	14	1.00
OG0006459	specific	fuzzy	14	1.00
OG0006460	specific	fuzzy	14	1.00
OG0006461	specific	fuzzy	14	1.00
OG0006462	specific	fuzzy	14	1.00
OG0006463	specific	fuzzy	14	1.00
OG0006464	specific	fuzzy	14	1.00
OG0006465	specific	fuzzy	14	1.00
OG0006467	specific	fuzzy	14	1.00
OG0006469	specific	fuzzy	14	1.00
OG0006470	specific	fuzzy	14	1.00
OG0006471	specific	fuzzy	14	1.00
OG0006475	specific	fuzzy	14	1.00
OG0006476	specific	fuzzy	14	1.00
OG0006477	specific	fuzzy	14	1.00
OG0006479	specific	fuzzy	14	1.00
OG0006481	specific	fuzzy	14	1.00
OG0006482	specific	fuzzy	14	1.00
OG0006483	specific	fuzzy	14	1.00
OG0006484	specific	fuzzy	14	1.00
OG0006485	specific	fuzzy	14	1.00
OG0006487	specific	fuzzy	14	1.00
OG0006488	specific	fuzzy	14	1.00
OG0006489	specific	fuzzy	14	1.00
OG0006491	specific	fuzzy	14	1.00
OG0006493	specific	fuzzy	14	1.00
OG0006494	specific	fuzzy	14	1.00
OG0006495	specific	fuzzy	14	1.00
OG0006496	specific	fuzzy	14	1.00
OG0006497	specific	fuzzy	14	1.00
OG0006498	specific	fuzzy	14	1.00
OG0006499	specific	fuzzy	14	1.00
OG0006500	specific	fuzzy	14	1.00
OG0006501	specific	fuzzy	14	1.00
OG0006506	specific	fuzzy	14	1.00
OG0006509	specific	fuzzy	14	1.00
OG0006510	specific	fuzzy	14	1.00
OG0006511	specific	fuzzy	14	1.00
OG0006513	specific	fuzzy	14	1.00
OG0006514	specific	fuzzy	14	1.00
OG0006516	specific	fuzzy	14	1.00
OG0006518	specific	fuzzy	14	1.00
OG0006519	specific	fuzzy	14	1.00
OG0006520	specific	fuzzy	14	1.00
OG0006521	specific	fuzzy	14	1.00
OG0006522	specific	fuzzy	14	1.00
OG0006523	specific	fuzzy	14	1.00
OG0006524	specific	fuzzy	14	1.00
OG0006526	specific	fuzzy	14	1.00
OG0006527	specific	fuzzy	14	1.00
OG0006530	specific	fuzzy	14	1.00
OG0006531	specific	fuzzy	14	1.00
OG0006532	specific	fuzzy	14	1.00
OG0006534	specific	fuzzy	14	1.00
OG0006536	specific	fuzzy	14	1.00
OG0006538	specific	fuzzy	14	1.00
OG0006539	specific	fuzzy	14	1.00
OG0006540	specific	fuzzy	14	1.00
OG0006541	specific	fuzzy	14	1.00
OG0006544	specific	fuzzy	14	1.00
OG0006545	specific	fuzzy	14	1.00
OG0006546	specific	fuzzy	14	1.00
OG0006548	specific	fuzzy	14	1.00
OG0006550	specific	fuzzy	14	1.00
OG0006551	specific	fuzzy	14	1.00
OG0006554	specific	fuzzy	14	1.00
OG0006555	specific	fuzzy	14	1.00
OG0006556	specific	fuzzy	14	1.00
OG0006557	specific	fuzzy	14	1.00
OG0006558	specific	fuzzy	14	1.00
OG0006559	specific	fuzzy	14	1.00
OG0006561	specific	fuzzy	14	1.00
OG0006562	specific	fuzzy	14	1.00
OG0006564	specific	fuzzy	14	1.00
OG0006565	specific	fuzzy	14	1.00
OG0006566	specific	fuzzy	14	1.00
OG0006567	specific	fuzzy	14	1.00
OG0006569	specific	fuzzy	14	1.00
OG0006571	specific	fuzzy	14	1.00
OG0006572	specific	fuzzy	14	1.00
OG0006574	specific	fuzzy	14	1.00
OG0006575	specific	fuzzy	14	1.00
OG0006576	specific	fuzzy	14	1.00
OG0006577	specific	fuzzy	14	1.00
OG0006578	specific	fuzzy	14	1.00
OG0006580	specific	fuzzy	14	1.00
OG0006581	specific	fuzzy	14	1.00
OG0006583	specific	fuzzy	14	1.00
OG0006584	specific	fuzzy	14	1.00
OG0006586	specific	fuzzy	14	1.00
OG0006587	specific	fuzzy	14	1.00
OG0006588	specific	fuzzy	14	1.00
OG0006589	specific	fuzzy	14	1.00
OG0006590	specific	fuzzy	14	1.00
OG0006591	specific	fuzzy	14	1.00
OG0006594	specific	fuzzy	14	1.00
OG0006595	specific	fuzzy	14	1.00
OG0006599	specific	fuzzy	14	1.00
OG0006600	specific	fuzzy	14	1.00
OG0006601	specific	fuzzy	14	1.00
OG0006602	specific	fuzzy	14	1.00
OG0006603	specific	fuzzy	14	1.00
OG0006605	specific	fuzzy	14	1.00
OG0006606	specific	fuzzy	14	1.00
OG0006608	specific	fuzzy	14	1.00
OG0006610	specific	fuzzy	14	1.00
OG0006611	specific	fuzzy	14	1.00
OG0006612	specific	fuzzy	14	1.00
OG0006613	specific	fuzzy	14	1.00
OG0006614	specific	fuzzy	14	1.00
OG0006615	specific	fuzzy	14	1.00
OG0006616	specific	fuzzy	14	1.00
OG0006617	specific	fuzzy	14	1.00
OG0006618	specific	fuzzy	14	1.00
OG0006619	specific	fuzzy	14	1.00
OG0006626	specific	fuzzy	14	1.00
OG0006627	specific	fuzzy	14	1.00
OG0006628	specific	fuzzy	14	1.00
OG0006630	specific	fuzzy	14	1.00
OG0006632	specific	fuzzy	14	1.00
OG0006633	specific	fuzzy	14	1.00
OG0006635	specific	fuzzy	14	1.00
OG0006637	specific	fuzzy	14	1.00
OG0006638	specific	fuzzy	14	1.00
OG0006639	specific	fuzzy	14	1.00
OG0006640	specific	fuzzy	14	1.00
OG0006643	specific	fuzzy	14	1.00
OG0006647	specific	fuzzy	14	1.00
OG0006653	specific	fuzzy	14	1.00
OG0006656	specific	fuzzy	14	1.00
OG0006657	specific	fuzzy	14	1.00
OG0006658	specific	fuzzy	14	1.00
OG0006660	specific	fuzzy	14	1.00
OG0006661	specific	fuzzy	14	1.00
OG0006662	specific	fuzzy	14	1.00
OG0006666	specific	fuzzy	14	1.00
OG0006668	specific	fuzzy	14	1.00
OG0006669	specific	fuzzy	14	1.00
OG0006670	specific	fuzzy	14	1.00
OG0006671	specific	fuzzy	14	1.00
OG0006674	specific	fuzzy	14	1.00
OG0006675	specific	fuzzy	14	1.00
OG0006676	specific	fuzzy	14	1.00
OG0006678	specific	fuzzy	14	1.00
OG0006679	specific	fuzzy	14	1.00
OG0006680	specific	fuzzy	14	1.00
OG0006681	specific	fuzzy	14	1.00
OG0006683	specific	fuzzy	14	1.00
OG0006685	specific	fuzzy	14	1.00
OG0006686	specific	fuzzy	14	1.00
OG0006687	specific	fuzzy	14	1.00
